date,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
2021-11-08,2,0,3,3,0,3,0,1,0,2
2021-11-09,1,0,0,1,0,1,0,0,0,0
2021-11-10,1,0,0,0,0,1,0,0,1,0
2021-11-11,1,0,0,1,0,0,0,0,0,0
2021-11-12,3,0,0,2,0,0,0,0,2,0
2021-11-13,2,0,0,0,0,1,0,0,1,0
2021-11-14,0,0,0,0,0,0,0,0,0,0
2021-11-15,2,0,0,2,0,1,0,0,0,0
2021-11-16,5,0,2,0,1,6,0,1,1,0
2021-11-17,5,0,2,0,1,4,0,2,1,0
2021-11-18,5,0,0,2,0,1,0,0,3,0
2021-11-19,1,0,0,0,0,2,0,1,2,0
2021-11-20,3,0,3,0,0,2,1,0,7,1
2021-11-21,5,0,1,2,0,0,0,0,0,0
2021-11-22,2,0,0,0,0,0,0,0,0,0
2021-11-23,5,0,0,0,0,0,0,0,2,0
2021-11-24,1,0,0,1,0,1,0,0,1,0
2021-11-25,2,0,0,0,1,1,0,0,14,0
2021-11-26,9,1,0,3,0,1,0,1,2,0
2021-11-27,0,0,0,0,0,1,0,0,1,0
2021-11-28,3,0,0,0,0,1,0,0,2,0
2021-11-29,2,0,0,0,0,0,0,0,1,0
2021-11-30,0,0,0,1,0,0,0,2,1,0
2021-12-01,0,0,0,1,0,0,0,1,2,0
2021-12-02,2,0,0,3,0,0,0,0,0,0
2021-12-03,2,0,0,1,1,10,0,0,2,0
2021-12-04,0,0,0,0,0,2,0,0,2,0
2021-12-05,0,0,0,2,0,1,0,0,1,0
2021-12-06,2,0,2,2,0,0,0,3,3,0
2021-12-07,9,0,0,4,0,2,0,0,5,1
2021-12-08,1,0,0,3,0,0,0,1,0,0
2021-12-09,2,0,0,2,0,0,0,0,1,0
2021-12-10,0,1,0,1,0,1,0,0,3,0
2021-12-11,0,1,2,0,0,3,0,0,1,0
2021-12-12,0,0,2,0,0,7,0,0,1,1
2021-12-13,8,0,7,0,0,3,0,1,12,0
2021-12-14,1,0,0,0,0,0,0,0,2,0
2021-12-15,2,0,0,3,0,0,0,1,3,0
2021-12-16,0,0,0,0,0,0,0,2,1,0
2021-12-17,4,0,0,1,0,0,0,1,1,0
2021-12-18,1,0,0,1,0,0,0,0,1,0
2021-12-19,0,0,0,0,0,0,0,0,1,0
2021-12-20,3,0,0,1,0,0,0,0,0,0
2021-12-21,4,0,1,2,0,4,0,0,3,0
2021-12-22,4,0,0,1,0,1,0,1,0,0
2021-12-23,2,0,0,3,0,2,0,0,0,0
2021-12-24,3,0,0,1,0,0,0,0,3,0
2021-12-25,0,0,0,0,0,1,0,0,1,0
2021-12-26,4,0,0,2,0,0,0,0,1,0
2021-12-27,3,0,0,1,0,2,0,0,3,0
2021-12-28,2,0,1,1,0,0,0,0,4,1
2021-12-29,3,0,3,4,1,3,0,3,1,1
2021-12-30,4,0,7,0,0,4,0,6,5,0
2021-12-31,3,0,3,0,0,0,0,0,0,1
2022-01-01,1,0,0,2,0,0,0,2,2,0
2022-01-02,0,0,3,0,1,4,0,1,7,0
2022-01-03,3,0,2,0,1,2,0,3,2,0
2022-01-04,3,0,0,0,0,0,0,0,1,0
2022-01-05,0,0,0,0,0,0,0,0,0,0
2022-01-06,0,0,0,0,0,0,0,0,0,0
2022-01-07,0,0,0,0,0,0,0,0,0,0
2022-01-08,0,0,0,0,0,0,0,0,0,0
2022-01-09,0,0,0,0,0,0,0,0,0,0
2022-01-10,0,0,0,0,0,0,0,0,0,0
2022-01-11,0,0,0,0,0,0,0,0,0,0
2022-01-12,0,0,0,0,0,0,0,0,0,0
2022-01-13,0,0,0,0,0,0,0,0,0,1
2022-01-14,1,0,0,1,0,0,0,0,2,0
2022-01-15,1,0,0,1,0,0,0,0,1,0
2022-01-16,0,0,1,2,0,1,0,1,0,0
2022-01-17,2,1,0,1,0,6,0,1,1,0
2022-01-18,5,0,4,1,0,3,0,4,2,0
2022-01-19,2,0,0,2,0,6,0,0,1,0
2022-01-20,0,0,8,4,0,4,0,1,1,0
2022-01-21,3,1,3,1,0,4,0,2,3,1
2022-01-22,2,1,1,0,0,3,0,1,0,0
2022-01-23,2,0,0,0,0,0,0,0,1,0
2022-01-24,4,0,0,1,0,0,0,0,1,0
2022-01-25,3,0,0,0,0,2,0,1,1,0
2022-01-26,2,0,1,1,0,4,0,2,0,0
2022-01-27,1,0,4,3,0,2,0,5,2,0
2022-01-28,4,1,2,0,0,6,0,0,6,0
2022-01-29,2,0,1,0,1,1,0,1,2,0
2022-01-30,3,0,0,0,0,0,0,0,0,0
2022-01-31,4,0,0,1,0,2,0,0,1,0
2022-02-01,0,0,0,2,0,0,0,0,0,0
2022-02-02,1,0,0,0,0,0,0,0,1,0
2022-02-03,0,0,0,0,0,3,0,0,2,0
2022-02-04,2,0,0,0,0,0,0,0,0,0
2022-02-05,3,0,0,0,0,2,0,0,0,0
2022-02-06,0,0,0,0,0,0,0,0,0,0
2022-02-07,0,0,0,2,0,0,0,0,1,0
2022-02-08,2,0,0,0,0,1,0,0,2,0
2022-02-09,0,0,0,0,0,0,0,0,0,0
2022-02-10,0,0,0,0,0,0,0,0,0,0
2022-02-11,0,0,0,0,0,0,0,0,0,0
2022-02-12,0,0,0,0,0,0,0,1,0,0
2022-02-13,1,0,2,2,0,0,0,0,0,0
2022-02-14,2,0,3,3,0,0,0,0,0,1
2022-02-15,1,1,6,9,0,1,0,3,0,2
2022-02-16,1,0,0,0,0,0,0,0,0,1
2022-02-17,0,0,0,0,0,0,0,0,0,0
2022-02-18,0,0,0,0,0,0,0,0,0,0
2022-02-19,0,0,0,0,0,0,0,0,0,0
2022-02-20,0,0,0,0,0,0,0,0,0,0
2022-02-21,0,0,0,0,0,0,0,0,0,0
2022-02-22,0,0,0,0,0,0,0,0,0,0
2022-02-23,0,0,0,0,0,0,0,0,0,0
2022-02-24,1,2,26,2,4,4,0,2,3,3
2022-02-25,0,0,0,0,0,0,0,0,0,0
2022-02-26,2,4,39,0,2,5,2,1,5,1
2022-02-27,0,1,13,0,2,3,1,1,2,0
2022-02-28,0,0,9,0,1,1,0,2,1,4
2022-03-01,0,0,0,0,0,0,0,0,0,0
2022-03-02,0,0,0,0,0,0,0,0,0,0
2022-03-03,0,0,0,0,0,0,0,0,0,0
2022-03-04,0,0,0,0,0,0,0,0,0,0
2022-03-05,0,1,27,1,0,2,1,1,2,11
2022-03-06,0,1,20,1,1,3,1,4,2,4
2022-03-07,0,2,49,1,1,2,0,8,2,6
2022-03-08,0,1,37,1,0,2,0,3,2,2
2022-03-09,0,1,16,1,0,0,0,6,0,2
2022-03-10,0,0,0,0,0,0,0,0,0,0
2022-03-11,0,0,0,0,0,0,0,0,0,0
2022-03-12,0,0,0,0,0,0,0,0,0,0
2022-03-13,0,0,0,0,0,0,0,0,0,0
2022-03-14,3,1,20,1,0,2,1,3,0,2
2022-03-15,1,0,4,0,0,0,0,1,0,0
2022-03-16,0,0,0,0,0,0,0,0,0,0
2022-03-17,0,0,0,0,0,0,0,0,0,0
2022-03-18,0,0,0,0,0,0,0,0,0,0
2022-03-19,0,0,0,0,0,0,0,0,0,0
2022-03-20,0,0,0,0,0,0,0,0,0,0
2022-03-21,0,0,0,0,0,0,0,0,0,0
2022-03-22,0,0,0,0,0,0,0,0,0,0
2022-03-23,0,2,21,2,0,0,1,3,1,3
2022-03-24,0,2,1,0,0,1,0,1,0,0
2022-03-25,0,0,16,2,1,0,2,4,1,3
2022-03-26,0,0,0,0,0,0,0,0,0,0
2022-03-27,0,0,0,0,0,0,0,0,0,0
2022-03-28,0,0,0,0,0,0,0,0,0,0
2022-03-29,0,0,0,0,0,0,0,0,0,0
2022-03-30,0,0,0,0,0,0,0,0,0,0
2022-03-31,0,0,0,0,0,0,0,0,0,0
2022-04-01,1,0,14,0,1,1,1,0,3,2
2022-04-02,0,0,9,1,0,1,0,0,1,0
2022-04-03,0,0,1,0,0,0,0,0,0,0
2022-04-04,0,0,26,0,0,0,0,0,0,3
2022-04-05,0,0,15,1,1,0,0,5,0,0
2022-04-06,0,0,0,0,0,0,0,0,0,0
2022-04-07,0,0,7,1,0,1,0,0,0,1
2022-04-08,0,1,14,4,0,0,0,3,2,0
2022-04-09,0,0,2,0,0,0,0,0,1,0
2022-04-10,0,0,0,0,0,0,0,0,0,0
2022-04-11,0,0,0,0,0,0,0,0,0,0
2022-04-12,0,0,0,0,0,0,0,0,0,0
2022-04-13,0,0,0,0,0,0,0,0,0,0
2022-04-14,0,0,0,0,0,0,0,0,0,0
2022-04-15,0,0,0,0,0,0,0,0,0,0
2022-04-16,0,0,0,0,0,0,0,0,0,0
2022-04-17,0,0,0,0,0,0,0,0,0,0
2022-04-18,0,0,0,0,0,0,0,0,0,0
2022-04-19,0,0,0,0,0,0,0,0,0,0
2022-04-20,0,0,0,0,0,0,0,0,0,0
2022-04-21,0,0,0,0,0,0,0,0,0,0
2022-04-22,0,0,0,0,0,0,0,0,0,0
2022-04-23,0,0,0,0,0,0,0,0,0,0
2022-04-24,0,0,0,0,0,0,0,0,0,0
2022-04-25,0,0,0,0,0,0,0,0,0,0
2022-04-26,0,0,0,5,0,0,0,0,0,0
2022-04-27,4,0,0,3,0,3,0,0,0,0
2022-04-28,1,0,0,3,0,0,0,0,3,0
2022-04-29,0,0,0,1,0,1,0,0,0,0
2022-04-30,3,0,0,1,0,0,0,0,0,0
2022-05-01,0,0,0,1,0,1,0,0,5,0
2022-05-02,2,0,0,0,0,3,0,1,2,0
2022-05-03,5,1,0,0,1,0,1,2,6,2
2022-05-04,6,2,13,0,3,2,1,5,7,0
2022-05-05,5,3,12,0,2,6,0,3,5,1
2022-05-06,2,2,9,3,1,2,1,1,5,2
2022-05-07,1,1,9,3,1,2,0,1,4,0
2022-05-08,7,2,5,1,1,1,0,2,3,3
2022-05-09,6,0,16,0,4,8,0,2,2,3
2022-05-10,7,5,9,0,2,2,0,1,1,1
2022-05-11,6,7,9,1,1,1,0,2,1,2
2022-05-12,12,2,10,3,0,1,0,4,4,1
2022-05-13,8,2,7,3,1,4,1,5,2,2
2022-05-14,2,0,3,0,0,1,0,0,0,1
2022-05-15,2,0,1,0,0,0,0,2,1,0
2022-05-16,1,1,1,0,0,1,0,2,0,0
2022-05-17,3,1,2,1,0,0,0,0,0,0
2022-05-18,3,0,4,0,1,0,0,2,0,0
2022-05-19,1,0,3,0,0,1,0,2,0,0
2022-05-20,8,0,2,0,0,0,0,1,1,0
2022-05-21,3,0,0,0,0,1,0,2,0,0
2022-05-22,2,0,2,0,1,1,0,0,0,0
2022-05-23,4,1,3,0,1,0,0,0,0,1
2022-05-24,7,2,12,2,2,1,0,3,1,0
2022-05-25,4,0,4,0,1,0,0,0,0,0
2022-05-26,4,1,3,0,1,0,0,0,0,0
2022-05-27,10,0,2,0,1,0,0,2,0,0
2022-05-28,1,0,7,0,0,0,0,0,0,0
2022-05-29,2,0,2,1,0,0,0,0,0,0
2022-05-30,3,0,1,1,1,1,0,0,0,0
2022-05-31,2,0,5,0,0,0,0,0,0,0
2022-06-01,3,0,0,0,0,0,0,1,0,0
2022-06-02,3,1,3,0,0,0,0,0,0,0
2022-06-03,2,0,3,0,0,0,0,2,0,0
2022-06-04,2,1,3,0,0,0,0,0,1,0
2022-06-05,2,0,2,0,0,0,0,1,0,1
2022-06-06,2,0,0,0,0,0,0,1,0,0
2022-06-07,0,0,3,1,0,0,0,0,0,0
2022-06-08,2,1,5,0,1,0,0,1,0,0
2022-06-09,1,1,0,0,1,0,0,0,0,0
2022-06-10,2,1,6,1,0,1,1,0,0,1
2022-06-11,4,1,3,0,2,1,0,1,1,1
2022-06-12,7,2,9,0,0,1,0,1,4,1
2022-06-13,0,1,3,0,0,0,0,0,1,1
2022-06-14,2,0,1,0,0,0,0,0,0,0
2022-06-15,6,0,4,0,1,0,0,1,0,0
2022-06-16,11,1,10,2,0,1,1,2,3,2
2022-06-17,2,3,8,0,1,0,1,1,0,2
2022-06-18,3,0,1,0,0,0,0,0,0,0
2022-06-19,5,0,1,0,0,1,0,0,1,0
2022-06-20,2,0,4,1,0,0,0,2,0,0
2022-06-21,3,0,2,1,0,0,0,0,0,0
2022-06-22,4,0,4,0,0,1,0,3,0,0
2022-06-23,4,0,2,0,0,1,0,1,0,0
2022-06-24,3,0,3,0,0,0,0,0,1,0
2022-06-25,0,0,5,0,1,0,0,0,0,0
2022-06-26,0,0,0,0,0,0,0,0,0,0
2022-06-27,5,0,1,1,0,0,0,0,0,0
2022-06-28,1,0,5,0,0,0,0,3,0,0
2022-06-29,2,0,2,0,1,1,0,1,0,0
2022-06-30,2,0,4,0,1,1,0,0,0,0
2022-07-01,0,0,7,1,0,0,0,1,0,0
2022-07-02,0,0,3,0,0,0,0,0,0,0
2022-07-03,0,0,0,0,0,0,0,0,0,0
2022-07-04,4,0,2,0,0,1,0,1,0,0
2022-07-05,1,0,3,0,2,0,0,3,0,1
2022-07-06,2,1,1,0,0,1,0,3,0,0
2022-07-07,5,0,0,0,0,0,0,0,0,0
2022-07-08,6,0,2,0,1,0,0,0,0,0
2022-07-09,0,0,4,1,0,1,0,1,0,0
2022-07-10,4,0,3,0,0,0,0,0,0,0
2022-07-11,3,0,3,0,0,0,0,1,3,1
2022-07-12,8,2,9,1,0,2,1,3,1,1
2022-07-13,4,1,4,2,1,3,0,1,0,0
2022-07-14,5,1,3,0,0,0,0,2,0,0
2022-07-15,6,0,10,3,0,2,0,0,3,2
2022-07-16,2,1,7,1,4,1,0,1,3,0
2022-07-17,6,1,0,0,0,1,0,3,2,0
2022-07-18,2,1,4,1,0,0,0,0,0,0
2022-07-19,5,0,3,0,0,0,0,0,0,0
2022-07-20,3,0,0,0,1,0,0,1,1,1
2022-07-21,1,0,2,1,1,0,0,0,0,0
2022-07-22,2,0,3,0,1,0,0,0,0,0
2022-07-23,2,0,3,0,0,0,0,0,0,0
2022-07-24,1,0,0,0,0,1,0,0,0,0
2022-07-25,2,0,2,1,0,1,0,0,0,0
2022-07-26,5,0,4,1,1,0,0,0,0,0
2022-07-27,3,0,3,0,0,1,0,0,0,0
2022-07-28,1,0,5,0,1,0,0,2,0,0
2022-07-29,3,0,2,0,0,0,0,1,0,0
2022-07-30,0,0,1,0,0,0,0,2,0,0
2022-07-31,1,0,2,0,0,0,0,0,0,0
2022-08-01,3,0,4,0,1,0,0,0,0,0
2022-08-02,0,0,2,0,4,0,0,1,0,0
2022-08-03,3,1,5,0,0,0,1,2,1,0
2022-08-04,5,0,1,1,0,0,0,0,0,1
2022-08-05,3,0,2,1,0,0,0,0,0,1
2022-08-06,4,0,1,0,1,0,0,0,0,0
2022-08-07,3,0,1,0,1,0,0,0,0,0
2022-08-08,3,0,3,0,0,0,0,0,1,1
2022-08-09,1,1,3,1,1,1,0,0,1,0
2022-08-10,3,1,2,1,0,0,0,1,2,0
2022-08-11,5,1,3,0,0,0,0,0,0,0
2022-08-12,3,0,2,0,0,0,0,3,0,1
2022-08-13,2,0,3,0,0,0,0,0,0,1
2022-08-14,0,0,3,0,0,0,0,2,0,0
2022-08-15,1,0,1,1,0,3,0,2,0,0
2022-08-16,2,0,4,0,1,0,0,0,0,0
2022-08-17,1,0,0,0,0,0,0,2,0,0
2022-08-18,2,0,4,1,1,2,0,0,0,0
2022-08-19,3,0,1,0,2,0,0,0,0,0
2022-08-20,2,0,2,0,0,0,0,1,1,0
2022-08-21,1,0,1,0,0,0,0,0,0,0
2022-08-22,4,0,2,0,0,1,0,0,0,0
2022-08-23,2,0,3,0,2,0,0,1,0,0
2022-08-24,4,0,2,0,2,0,0,1,0,0
2022-08-25,3,1,5,0,0,0,0,3,0,0
2022-08-26,5,0,2,1,0,0,0,1,0,0
2022-08-27,0,0,3,1,0,0,0,0,0,1
2022-08-28,1,0,0,1,0,0,0,0,0,0
2022-08-29,1,0,3,0,0,0,0,1,0,0
2022-08-30,3,0,2,0,0,1,0,1,0,0
2022-08-31,2,0,3,1,1,1,0,0,1,0
2022-09-01,4,0,1,0,1,0,0,0,0,0
2022-09-02,4,0,1,0,0,0,0,0,0,0
2022-09-03,0,0,0,0,0,0,0,0,0,0
2022-09-04,1,1,3,0,0,0,0,1,0,0
2022-09-05,4,0,4,0,0,0,0,1,0,0
2022-09-06,1,0,1,1,0,0,0,0,1,0
2022-09-07,2,0,1,0,0,0,0,0,0,0
2022-09-08,2,1,2,1,0,0,0,2,0,0
2022-09-09,1,1,4,0,0,2,0,2,0,0
2022-09-10,2,0,3,1,0,0,0,1,1,0
2022-09-11,2,0,1,0,1,0,0,2,0,0
2022-09-12,3,0,1,0,0,0,0,0,0,0
2022-09-13,6,0,0,0,0,1,0,0,0,0
2022-09-14,5,0,2,0,0,0,0,0,0,0
2022-09-15,4,0,1,0,0,1,0,0,0,0
2022-09-16,6,0,2,0,0,0,0,1,0,0
2022-09-17,1,0,2,0,1,1,0,0,0,0
2022-09-18,4,0,1,0,0,0,0,0,1,0
2022-09-19,2,1,0,1,1,0,0,0,0,0
2022-09-20,2,0,1,1,0,0,0,0,0,1
2022-09-21,2,0,4,0,0,0,0,1,0,2
2022-09-22,1,1,2,0,0,0,0,0,0,0
2022-09-23,2,0,5,0,3,0,0,0,0,0
2022-09-24,1,0,2,0,0,0,0,1,0,0
2022-09-25,2,0,2,0,0,0,0,0,1,0
2022-09-26,2,0,4,0,0,0,0,0,6,0
2022-09-27,1,0,5,1,1,0,0,0,0,0
2022-09-28,1,0,1,0,1,1,0,0,1,0
2022-09-29,2,0,2,0,1,0,0,0,0,2
2022-09-30,1,0,8,0,0,0,0,1,0,6
2022-10-01,4,0,1,0,0,0,0,0,1,0
2022-10-02,4,0,0,0,0,0,0,0,0,0
2022-10-03,2,0,4,0,1,2,0,0,0,0
2022-10-04,1,0,1,1,0,0,0,1,0,0
2022-10-05,2,0,1,0,0,0,0,1,0,3
2022-10-06,1,0,6,1,1,0,1,0,0,0
2022-10-07,1,0,7,1,0,0,0,1,0,3
2022-10-08,3,0,4,0,0,0,0,0,0,0
2022-10-09,3,0,1,1,1,0,0,0,0,0
2022-10-10,0,0,7,0,0,0,1,1,1,1
2022-10-11,1,0,3,0,0,0,0,2,2,0
2022-10-12,4,0,7,0,1,0,0,0,1,0
2022-10-13,1,0,4,1,0,0,0,2,1,0
2022-10-14,6,0,2,0,0,0,0,2,0,0
2022-10-15,3,0,2,0,0,0,0,0,0,0
2022-10-16,1,0,3,0,1,0,0,0,0,0
2022-10-17,2,0,4,0,1,0,0,0,12,0
2022-10-18,2,0,6,0,1,0,0,1,1,1
2022-10-19,1,2,7,1,2,0,0,1,0,1
2022-10-20,3,0,2,0,0,0,0,2,0,2
2022-10-21,2,1,0,1,1,0,0,2,0,0
2022-10-22,2,0,3,0,1,0,0,0,0,1
2022-10-23,1,0,3,0,0,0,0,0,0,0
2022-10-24,1,0,2,1,1,0,0,0,0,0
2022-10-25,1,0,2,0,0,0,0,0,0,0
2022-10-26,3,0,2,1,1,0,0,0,1,1
2022-10-27,4,0,1,0,0,0,0,1,0,0
2022-10-28,3,0,3,0,1,0,0,1,0,1
2022-10-29,1,0,2,0,0,0,0,1,0,0
2022-10-30,1,0,0,0,0,0,0,1,0,0
2022-10-31,1,0,2,0,0,0,0,0,1,0
2022-11-01,1,0,2,1,0,1,0,0,0,0
2022-11-02,2,0,2,0,0,0,0,0,0,0
2022-11-03,0,0,3,0,0,1,0,1,2,0
2022-11-04,2,0,3,0,0,0,0,0,0,0
2022-11-05,2,0,1,0,0,0,0,0,0,1
2022-11-06,0,0,2,0,0,0,0,1,1,0
2022-11-07,0,0,2,0,0,0,0,0,1,0
2022-11-08,3,1,1,0,0,0,0,0,1,0
2022-11-09,0,0,4,0,0,1,0,0,0,0
2022-11-10,2,0,2,1,1,0,0,1,0,1
2022-11-11,2,0,3,1,0,1,0,1,1,0
2022-11-12,3,0,2,0,0,0,0,0,0,0
2022-11-13,1,0,1,0,0,0,0,0,0,1
2022-11-14,2,0,2,0,0,0,0,2,1,0
2022-11-15,4,2,4,1,1,2,0,0,0,0
2022-11-16,5,0,6,0,1,0,0,0,1,0
2022-11-17,4,0,4,1,2,0,0,1,1,0
2022-11-18,2,1,1,1,3,0,0,0,0,0
2022-11-19,1,0,1,0,0,0,0,2,0,0
2022-11-20,3,0,0,0,0,0,0,0,0,0
2022-11-21,3,0,3,0,0,0,0,1,0,0
2022-11-22,1,0,2,1,2,0,0,2,0,0
2022-11-23,4,0,2,1,0,0,0,0,1,0
2022-11-24,6,0,2,0,1,0,0,0,1,0
2022-11-25,5,0,6,0,0,0,0,2,0,0
2022-11-26,2,0,0,2,0,0,0,0,0,0
2022-11-27,1,0,0,0,0,0,0,0,0,0
2022-11-28,2,0,2,1,0,0,0,0,0,0
2022-11-29,6,0,0,0,0,0,0,0,1,0
2022-11-30,4,0,2,0,0,0,0,1,0,0
2022-12-01,3,0,1,0,0,0,0,0,0,0
2022-12-02,5,0,5,0,0,0,0,1,3,2
2022-12-03,4,0,3,0,0,0,0,1,2,0
2022-12-04,4,0,2,1,0,1,0,2,3,0
2022-12-05,3,2,4,3,0,3,0,4,2,6
2022-12-06,12,3,6,2,1,2,0,2,1,1
2022-12-07,5,2,4,2,1,1,0,2,4,5
2022-12-08,8,1,4,3,2,3,0,2,1,1
2022-12-09,10,0,6,4,1,0,0,4,15,2
2022-12-10,6,0,4,1,0,2,0,0,1,0
2022-12-11,5,1,0,1,2,0,0,2,2,0
2022-12-12,8,0,5,2,0,2,0,6,1,1
2022-12-13,2,0,7,3,1,1,0,4,3,2
2022-12-14,10,0,6,0,2,5,0,7,4,2
2022-12-15,3,0,3,1,0,4,0,2,4,1
2022-12-16,8,0,3,0,0,5,0,6,1,0
2022-12-17,4,1,3,0,0,7,0,1,0,0
2022-12-18,3,0,0,0,0,4,0,1,3,0
2022-12-19,1,0,5,0,0,6,0,2,1,0
2022-12-20,2,0,2,0,1,11,0,1,1,0
2022-12-21,4,1,5,0,1,4,0,3,3,0
2022-12-22,5,0,5,1,0,4,0,2,0,0
2022-12-23,1,0,4,0,1,2,0,2,3,1
2022-12-24,2,0,2,0,1,3,0,1,2,0
2022-12-25,2,0,4,1,0,3,0,0,1,0
2022-12-26,6,1,3,0,0,7,0,1,1,0
2022-12-27,1,0,0,0,0,4,0,4,0,0
2022-12-28,2,0,5,0,0,2,0,1,2,0
2022-12-29,3,1,3,0,0,7,0,2,4,1
2022-12-30,9,0,1,1,0,5,0,1,1,0
2022-12-31,7,1,5,0,0,6,0,2,0,2
2023-01-01,6,1,1,1,0,2,0,1,3,1
2023-01-02,4,0,2,0,2,3,0,2,4,0
2023-01-03,2,0,4,0,1,3,0,1,2,0
2023-01-04,4,0,1,0,0,1,0,0,0,0
2023-01-05,3,0,1,0,0,3,0,0,1,0
2023-01-06,1,0,3,0,1,5,0,1,1,0
2023-01-07,0,0,2,0,0,7,0,0,1,0
2023-01-08,4,0,2,2,0,5,0,0,1,0
2023-01-09,7,0,3,0,0,2,0,0,1,0
2023-01-10,4,0,0,1,0,1,0,1,4,0
2023-01-11,2,0,4,0,1,5,0,1,3,0
2023-01-12,5,1,5,1,2,6,0,1,2,1
2023-01-13,4,0,4,0,2,1,0,1,0,0
2023-01-14,3,0,1,1,0,2,0,1,1,0
2023-01-15,4,0,1,0,2,3,0,0,0,0
2023-01-16,8,0,4,1,7,2,0,3,0,0
2023-01-17,7,0,5,1,3,2,0,0,1,0
2023-01-18,7,1,4,0,6,2,0,1,2,0
2023-01-19,4,0,4,2,5,2,0,3,0,1
2023-01-20,8,1,2,0,6,4,0,0,2,1
2023-01-21,6,0,3,2,3,0,0,1,0,0
2023-01-22,3,0,1,0,3,0,0,0,0,0
2023-01-23,4,0,6,0,3,3,0,1,2,2
2023-01-24,11,2,7,2,4,4,0,5,1,0
2023-01-25,9,2,11,0,4,2,0,3,3,3
2023-01-26,8,4,8,2,3,1,0,4,2,0
2023-01-27,13,1,5,2,5,1,0,7,6,3
2023-01-28,8,1,4,0,4,4,0,3,3,0
2023-01-29,10,1,5,2,1,4,2,4,2,1
2023-01-30,19,1,13,4,6,7,2,4,3,0
2023-01-31,16,1,6,2,7,3,2,4,2,1
2023-02-01,9,4,12,2,5,5,3,1,2,0
2023-02-02,9,2,7,2,5,3,0,3,3,2
2023-02-03,7,2,12,2,2,4,0,2,1,2
2023-02-04,7,2,9,2,5,5,1,5,3,0
2023-02-05,10,2,4,0,5,1,0,4,0,0
2023-02-06,6,4,10,1,5,8,1,3,14,1
2023-02-07,10,0,11,0,4,2,0,4,8,0
2023-02-08,12,3,12,0,4,4,0,1,3,1
2023-02-09,8,2,9,0,6,1,0,3,4,1
2023-02-10,9,0,12,0,5,3,1,2,4,0
2023-02-11,5,2,5,0,4,3,0,3,1,2
2023-02-12,5,1,9,1,5,4,0,0,1,0
2023-02-13,12,1,15,0,4,3,0,3,2,1
2023-02-14,11,0,6,0,7,7,1,3,5,0
2023-02-15,9,2,9,0,4,5,0,5,3,2
2023-02-16,8,6,15,1,6,5,0,6,4,2
2023-02-17,6,1,7,2,3,4,0,3,3,0
2023-02-18,6,0,5,2,5,5,1,1,4,1
2023-02-19,3,0,4,0,6,4,0,2,1,1
2023-02-20,9,2,15,1,4,13,1,1,4,0
2023-02-21,9,0,7,1,1,9,1,2,8,22
2023-02-22,6,2,6,2,7,16,2,2,5,5
2023-02-23,6,7,11,1,4,9,0,2,5,3
2023-02-24,7,3,13,4,7,5,0,4,5,2
2023-02-25,12,1,11,2,6,6,0,4,4,0
2023-02-26,5,2,8,0,6,11,0,3,3,0
2023-02-27,7,2,8,0,5,13,0,3,6,3
2023-02-28,8,13,19,3,4,15,3,3,11,4
2023-03-01,10,4,19,5,4,20,0,6,7,2
2023-03-02,6,20,12,0,3,8,0,3,8,4
2023-03-03,11,5,6,1,5,7,0,7,3,4
2023-03-04,7,1,3,0,2,5,1,7,3,0
2023-03-05,8,1,10,2,5,3,0,3,6,1
2023-03-06,9,9,4,2,2,10,0,3,11,1
2023-03-07,14,1,9,3,4,22,0,12,3,0
2023-03-08,12,4,11,2,3,5,0,2,5,0
2023-03-09,14,0,6,1,1,17,1,4,1,0
2023-03-10,7,2,11,0,4,3,0,10,6,0
2023-03-11,9,1,6,0,2,5,0,1,3,2
2023-03-12,3,0,5,0,1,12,1,2,6,0
2023-03-13,10,1,13,3,4,11,0,4,0,0
2023-03-14,10,5,12,3,4,11,1,13,2,0
2023-03-15,4,3,7,2,6,16,0,3,4,1
2023-03-16,6,4,9,2,4,8,0,4,7,0
2023-03-17,12,2,12,1,2,5,1,1,8,2
2023-03-18,2,2,10,0,2,10,0,7,2,0
2023-03-19,8,1,1,0,3,8,0,0,1,3
2023-03-20,11,1,11,0,7,8,0,1,3,2
2023-03-21,15,3,6,1,3,13,0,6,2,2
2023-03-22,7,1,9,1,2,6,0,3,7,2
2023-03-23,10,2,8,3,1,10,0,3,2,0
2023-03-24,9,1,10,3,7,19,0,3,3,1
2023-03-25,7,1,15,0,1,7,0,3,2,0
2023-03-26,2,2,7,0,2,7,1,2,6,1
2023-03-27,8,4,9,2,6,7,0,3,4,3
2023-03-28,4,3,17,1,6,6,1,14,3,0
2023-03-29,8,0,16,0,2,12,0,5,9,1
2023-03-30,7,4,14,3,3,2,0,2,6,0
2023-03-31,6,3,16,1,1,7,0,6,1,1
2023-04-01,7,2,6,0,3,5,0,4,2,0
2023-04-02,3,1,7,1,1,5,0,1,5,1
2023-04-03,4,0,6,1,3,8,0,1,4,0
2023-04-04,8,1,5,1,0,9,0,4,1,1
2023-04-05,9,1,17,1,1,15,0,5,4,0
2023-04-06,3,0,12,2,6,10,0,4,3,0
2023-04-07,13,1,11,0,4,7,0,5,1,0
